city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
baiting hollow,Baiting Hollow,NY,New York,36103,Suffolk,40.9582,-72.7395,2686,199.1,shape,False,False,America/New_York,3,11933 11901,1840005016
east tawas,East Tawas,MI,Michigan,26069,Iosco,44.2884,-83.4849,2686,368.7,shape,False,True,America/Detroit,3,48730,1840002517
friday harbor,Friday Harbor,WA,Washington,53055,San Juan,48.5324,-123.0657,2685,473.9,shape,False,True,America/Los_Angeles,3,98250,1840021065
foley,Foley,MN,Minnesota,27009,Benton,45.6636,-93.9096,2685,403.8,shape,False,True,America/Chicago,3,56329,1840007776
missouri valley,Missouri Valley,IA,Iowa,19085,Harrison,41.5592,-95.9028,2685,312.0,shape,False,True,America/Chicago,3,51555,1840008151
oronogo,Oronogo,MO,Missouri,29097,Jasper,37.1917,-94.464,2685,417.0,shape,False,True,America/Chicago,3,64870 64855,1840009910
summit,Summit,MS,Mississippi,28113,Pike,31.2808,-90.467,2684,449.1,shape,False,True,America/Chicago,3,39666,1840017116
colwyn,Colwyn,PA,Pennsylvania,42045,Delaware,39.9119,-75.253,2683,5315.3,shape,False,True,America/New_York,2,19023,1840000694
fobes hill,Fobes Hill,WA,Washington,53061,Snohomish,47.9392,-122.1341,2683,222.6,shape,False,False,America/Los_Angeles,3,98290,1840037736
plainsboro center,Plainsboro Center,NJ,New Jersey,34023,Middlesex,40.3311,-74.5925,2683,1409.4,shape,False,False,America/New_York,3,08536,1840033473
arcadia,Arcadia,LA,Louisiana,22013,Bienville,32.5506,-92.9218,2682,284.1,shape,False,True,America/Chicago,3,71001,1840015805
west belmar,West Belmar,NJ,New Jersey,34025,Monmouth,40.1707,-74.0376,2682,2207.8,shape,False,False,America/New_York,2,07719,1840005453
lomira,Lomira,WI,Wisconsin,55027,Dodge,43.5946,-88.4421,2681,471.3,shape,False,True,America/Chicago,3,53048,1840002740
mccormick,McCormick,SC,South Carolina,45065,McCormick,33.9128,-82.2876,2681,255.5,shape,False,True,America/New_York,3,29899 29835,1840016751
montpelier,Montpelier,ID,Idaho,16007,Bear Lake,42.326,-111.2988,2681,446.5,shape,False,True,America/Boise,3,83254,1840020091
helper,Helper,UT,Utah,49007,Carbon,39.6898,-110.8596,2680,572.0,shape,False,True,America/Denver,3,84526,1840020200
tipton,Tipton,MO,Missouri,29135,Moniteau,38.6549,-92.7803,2680,494.8,shape,False,True,America/Chicago,3,65081,1840010724
clayton,Clayton,NM,New Mexico,35059,Union,36.4426,-103.1574,2680,132.5,shape,False,True,America/Denver,3,88415,1840022631
albion,Albion,IN,Indiana,18113,Noble,41.3966,-85.4187,2680,542.3,shape,False,True,America/Indiana/Indianapolis,3,46701,1840010252
mount morris,Mount Morris,IL,Illinois,17141,Ogle,42.0484,-89.4294,2679,663.1,shape,False,True,America/Chicago,3,61054,1840011238
wrightsville beach,Wrightsville Beach,NC,North Carolina,37129,New Hanover,34.213,-77.798,2679,741.8,shape,False,True,America/New_York,3,28480,1840016677
kalona,Kalona,IA,Iowa,19183,Washington,41.4874,-91.7018,2679,480.0,shape,False,True,America/Chicago,3,52247,1840008210
owens cross roads,Owens Cross Roads,AL,Alabama,1089,Madison,34.5845,-86.4574,2678,131.0,shape,False,True,America/Chicago,3,35763,1840016521
seaville,Seaville,NJ,New Jersey,34009,Cape May,39.2093,-74.7136,2678,314.9,shape,False,False,America/New_York,3,08230,1840081332
liberty,Liberty,NC,North Carolina,37151,Randolph,35.8555,-79.5682,2678,326.0,shape,False,True,America/New_York,3,27298,1840016252
belmond,Belmond,IA,Iowa,19197,Wright,42.8464,-93.6084,2678,365.0,shape,False,True,America/Chicago,3,50421,1840006905
white mountain lake,White Mountain Lake,AZ,Arizona,4017,Navajo,34.3441,-109.9878,2678,43.0,shape,False,False,America/Phoenix,3,85912 85901,1840022587
central heights-midland city,Central Heights-Midland City,AZ,Arizona,4007,Gila,33.4,-110.8153,2678,532.9,shape,False,True,America/Phoenix,3,85501,1840073906
newtown,Newtown,OH,Ohio,39061,Hamilton,39.1243,-84.3517,2677,500.0,shape,False,True,America/New_York,3,45244,1840001608
hartford,Hartford,AL,Alabama,1061,Geneva,31.1055,-85.6916,2677,165.7,shape,False,True,America/Chicago,3,36344,1840013892
leavenworth,Leavenworth,WA,Washington,53007,Chelan,47.5952,-120.6628,2676,711.0,shape,False,True,America/Los_Angeles,3,98826,1840019778
woodside,Woodside,PA,Pennsylvania,42017,Bucks,40.2305,-74.8606,2676,1009.7,shape,False,False,America/New_York,3,19067,1840133907
thruston,Thruston,KY,Kentucky,21059,Daviess,37.7903,-87.0265,2675,585.2,shape,False,False,America/Chicago,3,42303,1840062416
hawarden,Hawarden,IA,Iowa,19167,Sioux,43.0015,-96.4828,2674,372.8,shape,False,True,America/Chicago,3,51023,1840006871
trenton,Trenton,IL,Illinois,17027,Clinton,38.6083,-89.6852,2673,548.1,shape,False,True,America/Chicago,3,62293,1840010764
vineyard haven,Vineyard Haven,MA,Massachusetts,25007,Dukes,41.4572,-70.607,2672,791.0,shape,False,False,America/New_York,3,02568,1840004895
tompkinsville,Tompkinsville,KY,Kentucky,21171,Monroe,36.7012,-85.6927,2672,314.1,shape,False,True,America/Chicago,3,42167,1840015272
reed creek,Reed Creek,GA,Georgia,13147,Hart,34.4395,-82.9103,2672,43.3,shape,False,False,America/New_York,3,30643,1840013613
brisas del campanero,Brisas del Campanero,PR,Puerto Rico,72137,Toa Baja,18.4316,-66.2261,2671,1490.6,shape,False,False,America/Puerto_Rico,3,00949,1630141959
sutter,Sutter,CA,California,6101,Sutter,39.1556,-121.7493,2671,340.9,shape,False,False,America/Los_Angeles,3,95982,1840018819
dublin,Dublin,VA,Virginia,51155,Pulaski,37.0987,-80.6831,2671,764.1,shape,False,True,America/New_York,3,24084,1840006468
wentworth,Wentworth,NC,North Carolina,37157,Rockingham,36.3914,-79.751,2670,72.6,shape,False,True,America/New_York,3,27320,1840016056
abita springs,Abita Springs,LA,Louisiana,22103,St. Tammany,30.4761,-90.0293,2669,224.6,shape,False,True,America/Chicago,3,70420,1840015910
dayton,Dayton,OR,Oregon,41071,Yamhill,45.2198,-123.0781,2668,1231.9,shape,False,True,America/Los_Angeles,3,97114,1840018574
rushville,Rushville,IL,Illinois,17169,Schuyler,40.1199,-90.5666,2668,623.4,shape,False,True,America/Chicago,3,62681,1840009452
monticello,Monticello,GA,Georgia,13159,Jasper,33.2955,-83.686,2668,247.6,shape,False,True,America/New_York,3,31064,1840014832
sully square,Sully Square,VA,Virginia,51059,Fairfax,38.9183,-77.4248,2668,1298.5,shape,False,False,America/New_York,3,20151 20171,1840153062
marysville,Marysville,PA,Pennsylvania,42099,Perry,40.3377,-76.9337,2667,441.0,shape,False,True,America/New_York,3,17053,1840001303
palermo,Palermo,NJ,New Jersey,34009,Cape May,39.2333,-74.6859,2667,330.8,shape,False,False,America/New_York,3,08230 08223,1840081171
croswell,Croswell,MI,Michigan,26151,Sanilac,43.2736,-82.6177,2667,436.9,shape,False,True,America/Detroit,3,48422,1840002700
lakehurst,Lakehurst,NJ,New Jersey,34029,Ocean,40.0133,-74.3201,2666,1149.9,shape,False,True,America/New_York,3,08733,1840001491
odell,Odell,OR,Oregon,41027,Hood River,45.6354,-121.5522,2666,509.9,shape,False,False,America/Los_Angeles,3,97031 97044,1840018559
la fayette,La Fayette,AL,Alabama,1017,Chambers,32.8997,-85.4007,2665,116.2,shape,False,True,America/Chicago,4,36862,1840008339
ball ground,Ball Ground,GA,Georgia,13057,Cherokee,34.3426,-84.3637,2665,160.2,shape,False,True,America/New_York,3,30107,1840013623
north pole,North Pole,AK,Alaska,2090,Fairbanks North Star,64.7529,-147.3599,2663,251.7,shape,False,True,America/Anchorage,3,99705,1840023464
glenville,Glenville,CT,Connecticut,9190,Western Connecticut,41.0351,-73.6657,2663,1370.7,shape,False,False,America/New_York,3,06831,1840026282
grifton,Grifton,NC,North Carolina,37147,Pitt,35.3795,-77.4281,2661,383.0,shape,False,True,America/New_York,3,28530,1840016277
weedpatch,Weedpatch,CA,California,6029,Kern,35.2369,-118.9123,2661,288.9,shape,False,False,America/Los_Angeles,3,93307 93241,1840019144
bridgeville,Bridgeville,DE,Delaware,10005,Sussex,38.7251,-75.6029,2661,212.4,shape,False,True,America/New_York,3,19933,1840006075
peaceful valley,Peaceful Valley,WA,Washington,53073,Whatcom,48.9507,-122.1484,2661,410.1,shape,False,False,America/Los_Angeles,3,98266,1840037896
pine mountain club,Pine Mountain Club,CA,California,6029,Kern,34.8446,-119.1669,2661,61.0,shape,False,False,America/Los_Angeles,3,93222,1840028071
verona,Verona,PA,Pennsylvania,42003,Allegheny,40.505,-79.8419,2660,2026.4,shape,False,True,America/New_York,2,15147,1840001268
paramount-long meadow,Paramount-Long Meadow,MD,Maryland,24043,Washington,39.6798,-77.6921,2660,470.7,shape,False,True,America/New_York,3,21742,1840073650
hoisington,Hoisington,KS,Kansas,20009,Barton,38.5181,-98.7774,2660,885.4,shape,False,True,America/Chicago,3,67544,1840001657
strasburg,Strasburg,OH,Ohio,39157,Tuscarawas,40.6004,-81.5293,2658,712.3,shape,False,True,America/New_York,3,44680,1840012097
stanton,Stanton,TX,Texas,48317,Martin,32.1317,-101.7927,2658,515.9,shape,False,True,America/Chicago,3,79782,1840022090
lincoln beach,Lincoln Beach,OR,Oregon,41041,Lincoln,44.8746,-124.031,2657,317.4,shape,False,False,America/Los_Angeles,3,97341 97367 97388,1840018591
davis junction,Davis Junction,IL,Illinois,17141,Ogle,42.1146,-89.0903,2656,244.1,shape,False,True,America/Chicago,3,61020,1840011235
evendale,Evendale,OH,Ohio,39061,Hamilton,39.2509,-84.4268,2656,215.0,shape,False,True,America/New_York,3,45215 45241,1840003817
milford,Milford,NE,Nebraska,31159,Seward,40.7722,-97.0535,2656,1291.9,shape,False,True,America/Chicago,3,68405,1840008287
allyn,Allyn,WA,Washington,53045,Mason,47.3863,-122.8386,2656,642.0,shape,False,False,America/Los_Angeles,3,98524,1840025251
driggs,Driggs,ID,Idaho,16081,Teton,43.7299,-111.1043,2655,282.2,shape,False,True,America/Boise,3,83422,1840018635
pikeville,Pikeville,TN,Tennessee,47007,Bledsoe,35.6027,-85.1984,2653,419.4,shape,False,True,America/Chicago,3,37367,1840014532
rock rapids,Rock Rapids,IA,Iowa,19119,Lyon,43.4273,-96.1662,2653,243.4,shape,False,True,America/Chicago,3,51246,1840009035
shawneeland,Shawneeland,VA,Virginia,51069,Frederick,39.1968,-78.3465,2653,134.9,shape,False,True,America/New_York,4,22602,1840037404
west wyoming,West Wyoming,PA,Pennsylvania,42079,Luzerne,41.3216,-75.8578,2653,285.5,shape,False,True,America/New_York,3,18644,1840000775
hartford,Hartford,KY,Kentucky,21183,Ohio,37.4507,-86.893,2653,361.1,shape,False,True,America/Chicago,3,42347,1840013231
east bernard,East Bernard,TX,Texas,48481,Wharton,29.5241,-96.0622,2653,270.5,shape,False,True,America/Chicago,3,77435,1840019658
wilson's mills,Wilson's Mills,NC,North Carolina,37101,Johnston,35.5864,-78.3643,2652,160.4,shape,False,True,America/New_York,3,27593 27520 27577 27527,1840032896
anahuac,Anahuac,TX,Texas,48071,Chambers,29.7649,-94.6787,2652,493.7,shape,False,True,America/Chicago,3,77514,1840019633
holly hills,Holly Hills,CO,Colorado,8005,Arapahoe,39.6678,-104.9216,2652,1764.1,shape,False,False,America/Denver,3,80222,1840028590
brinkley,Brinkley,AR,Arkansas,5095,Monroe,34.89,-91.1902,2651,180.0,shape,False,True,America/Chicago,3,72021,1840013541
new bremen,New Bremen,OH,Ohio,39011,Auglaize,40.4355,-84.3778,2650,437.4,shape,False,True,America/New_York,3,45869,1840012071
cadiz,Cadiz,KY,Kentucky,21221,Trigg,36.8695,-87.8048,2649,341.1,shape,False,True,America/Chicago,3,42211,1840013282
shadybrook,Shadybrook,TX,Texas,48073,Cherokee,32.1108,-95.4212,2649,132.5,shape,False,True,America/Chicago,4,75757,1840042635
hyde park,Hyde Park,PA,Pennsylvania,42011,Berks,40.3755,-75.924,2649,1994.5,shape,False,False,America/New_York,3,19605,1840149782
mountain view,Mountain View,MO,Missouri,29091,Howell,36.9936,-91.7019,2648,270.3,shape,False,True,America/Chicago,3,65548,1840008791
big lake,Big Lake,WA,Washington,53057,Skagit,48.389,-122.2435,2648,133.4,shape,False,False,America/Los_Angeles,3,98274,1840017313
belgium,Belgium,WI,Wisconsin,55089,Ozaukee,43.5018,-87.8476,2648,475.7,shape,False,True,America/Chicago,3,53004,1840002824
glenwood,Glenwood,MN,Minnesota,27121,Pope,45.6521,-95.3649,2648,178.8,shape,False,True,America/Chicago,3,56334,1840007788
breezy point,Breezy Point,MN,Minnesota,27035,Crow Wing,46.6081,-94.218,2647,87.2,shape,False,True,America/Chicago,3,56472,1840004002
white sulphur springs,White Sulphur Springs,WV,West Virginia,54025,Greenbrier,37.7981,-80.3005,2646,545.4,shape,False,True,America/New_York,3,24986,1840006287
lathrop,Lathrop,MO,Missouri,29049,Clinton,39.5567,-94.3077,2646,243.6,shape,False,True,America/Chicago,3,64465,1840008445
louisa,Louisa,KY,Kentucky,21127,Lawrence,38.1081,-82.6132,2645,455.3,shape,False,True,America/New_York,3,41230,1840015209
columbia,Columbia,CA,California,6109,Tuolumne,38.0333,-120.4096,2645,171.3,shape,False,False,America/Los_Angeles,3,95310 95370,1840017597
sleepy hollow,Sleepy Hollow,CA,California,6041,Marin,38.0121,-122.5878,2644,344.2,shape,False,False,America/Los_Angeles,3,94960,1840140381
pemberton heights,Pemberton Heights,NJ,New Jersey,34005,Burlington,39.9563,-74.6768,2643,1053.9,shape,False,False,America/New_York,3,08068,1840005519
casselton,Casselton,ND,North Dakota,38017,Cass,46.8973,-97.2128,2640,471.4,shape,False,True,America/Chicago,3,58012,1840000175
brookville,Brookville,IN,Indiana,18047,Franklin,39.4231,-85.0105,2640,729.6,shape,False,True,America/Indiana/Indianapolis,3,47012,1840009594
casa conejo,Casa Conejo,CA,California,6111,Ventura,34.1848,-118.9445,2640,2161.3,shape,False,False,America/Los_Angeles,2,91320,1840017912
silver springs,Silver Springs,FL,Florida,12083,Marion,29.2191,-82.0558,2640,165.6,shape,False,False,America/New_York,3,34488 34479 34470,1840047018
bethel,Bethel,OH,Ohio,39025,Clermont,38.9627,-84.0846,2639,710.0,shape,False,True,America/New_York,3,45106,1840012705
dillsburg,Dillsburg,PA,Pennsylvania,42133,York,40.1103,-77.0335,2638,1262.0,shape,False,True,America/New_York,3,17019,1840001441
yorkville,Yorkville,NY,New York,36065,Oneida,43.1124,-75.2739,2638,1517.2,shape,False,True,America/New_York,3,13495 13502,1840004217
indian springs village,Indian Springs Village,AL,Alabama,1117,Shelby,33.359,-86.7492,2637,262.5,shape,False,True,America/Chicago,3,35242 35124,1840014828
avilla,Avilla,IN,Indiana,18113,Noble,41.3637,-85.2317,2637,590.7,shape,False,True,America/Indiana/Indianapolis,3,46710,1840010253
deep river center,Deep River Center,CT,Connecticut,9130,Lower Connecticut River Valley,41.3789,-72.4411,2636,268.1,shape,False,True,America/New_York,3,06417,1840073290
lineville,Lineville,AL,Alabama,1027,Clay,33.3129,-85.7508,2636,105.3,shape,False,True,America/Chicago,4,36266,1840008076
university park,University Park,MD,Maryland,24033,Prince George's,38.9719,-76.9445,2636,2048.7,shape,False,True,America/New_York,2,20782,1840003827
healdton,Healdton,OK,Oklahoma,40019,Carter,34.2335,-97.4867,2635,63.3,shape,False,True,America/Chicago,3,73438,1840020531
palmer lake,Palmer Lake,CO,Colorado,8041,El Paso,39.1153,-104.906,2635,329.1,shape,False,True,America/Denver,3,80133 80132,1840022475
carleton,Carleton,MI,Michigan,26115,Monroe,42.0572,-83.3899,2635,1026.2,shape,False,True,America/Detroit,3,48117,1840010912
oakland city,Oakland City,IN,Indiana,18051,Gibson,38.3378,-87.3493,2635,996.6,shape,False,True,America/Indiana/Petersburg,3,47660,1840008645
bawcomville,Bawcomville,LA,Louisiana,22073,Ouachita,32.4702,-92.1736,2635,321.2,shape,False,False,America/Chicago,3,71292,1840025899
ninety six,Ninety Six,SC,South Carolina,45047,Greenwood,34.1696,-82.0239,2635,526.4,shape,False,True,America/New_York,3,29666,1840016675
lido beach,Lido Beach,NY,New York,36059,Nassau,40.5911,-73.6128,2634,600.9,shape,False,False,America/New_York,3,11561,1840005271
leadville,Leadville,CO,Colorado,8065,Lake,39.2473,-106.2934,2634,866.6,shape,False,True,America/Denver,3,80461,1840020228
huntingtown,Huntingtown,MD,Maryland,24009,Calvert,38.6117,-76.6187,2634,126.0,shape,False,False,America/New_York,3,20639,1840006147
fredericktown,Fredericktown,OH,Ohio,39083,Knox,40.4784,-82.5485,2634,512.5,shape,False,True,America/New_York,3,43019,1840001342
masonville,Masonville,KY,Kentucky,21059,Daviess,37.6718,-87.0511,2634,98.2,shape,False,False,America/Chicago,3,42376,1840013224
fillmore,Fillmore,UT,Utah,49027,Millard,38.9642,-112.3386,2633,141.4,shape,False,True,America/Denver,3,84631,1840020224
watonga,Watonga,OK,Oklahoma,40011,Blaine,35.8691,-98.4166,2633,269.7,shape,False,True,America/Chicago,3,73772,1840021684
overton,Overton,TX,Texas,48401,Rusk,32.2759,-94.9726,2633,151.7,shape,False,True,America/Chicago,3,75684,1840020770
valentine,Valentine,NE,Nebraska,31031,Cherry,42.8758,-100.5466,2632,385.7,shape,False,True,America/Chicago,3,69201,1840010081
butler,Butler,IN,Indiana,18033,DeKalb,41.4274,-84.8721,2632,500.5,shape,False,True,America/Indiana/Indianapolis,3,46721,1840007099
clifton,Clifton,TN,Tennessee,47181,Wayne,35.3792,-87.9927,2632,182.7,shape,False,True,America/Chicago,3,38425,1840014562
tobaccoville,Tobaccoville,NC,North Carolina,37067,Forsyth,36.2257,-80.359,2632,132.9,shape,False,True,America/New_York,3,27040 27045 27050,1840017729
briarcliff,Briarcliff,TX,Texas,48453,Travis,30.4088,-98.0452,2630,645.6,shape,False,True,America/Chicago,3,78669,1840023143
montague,Montague,MI,Michigan,26121,Muskegon,43.4128,-86.3636,2630,386.5,shape,False,True,America/Detroit,3,49437,1840002869
merkel,Merkel,TX,Texas,48441,Taylor,32.4698,-100.0111,2630,362.9,shape,False,True,America/Chicago,3,79536,1840023054
west newton,West Newton,PA,Pennsylvania,42129,Westmoreland,40.2094,-79.7699,2630,979.0,shape,False,True,America/New_York,3,15089,1840001165
ruidoso downs,Ruidoso Downs,NM,New Mexico,35027,Lincoln,33.3311,-105.5969,2629,267.9,shape,False,True,America/Denver,3,88346,1840020534
paia,Paia,HI,Hawaii,15009,Maui,20.9062,-156.3677,2629,165.6,shape,False,False,Pacific/Honolulu,3,96779,1840029539
jarrettsville,Jarrettsville,MD,Maryland,24025,Harford,39.6031,-76.4752,2629,117.5,shape,False,False,America/New_York,3,21084,1840005664
waverly,Waverly,VA,Virginia,51183,Sussex,37.034,-77.0956,2629,329.0,shape,False,True,America/New_York,3,23890,1840006500
angola,Angola,NY,New York,36029,Erie,42.6379,-79.0295,2628,716.3,shape,False,True,America/New_York,3,14006,1840004395
belleville,Belleville,WI,Wisconsin,55025,Dane,42.8643,-89.5402,2628,638.7,shape,False,True,America/Chicago,3,53508,1840002906
pembroke,Pembroke,GA,Georgia,13029,Bryan,32.1455,-81.6185,2628,132.8,shape,False,True,America/New_York,3,31321,1840014912
troy,Troy,TX,Texas,48027,Bell,31.2,-97.3019,2628,218.0,shape,False,True,America/Chicago,3,76501 76579,1840022155
st. pauls,St. Pauls,NC,North Carolina,37155,Robeson,34.8086,-78.9751,2628,623.4,shape,False,True,America/New_York,3,28384,1840017910
east williston,East Williston,NY,New York,36059,Nassau,40.7608,-73.6336,2627,1783.6,shape,False,True,America/New_York,3,11596,1840005344
boron,Boron,CA,California,6029,Kern,35.0161,-117.6661,2627,74.0,shape,False,False,America/Los_Angeles,3,93516 93596,1840017811
monticello,Monticello,FL,Florida,12065,Jefferson,30.5423,-83.8722,2627,252.8,shape,False,True,America/New_York,3,32344 32345,1840015025
ross,Ross,CA,California,6041,Marin,37.9638,-122.5615,2626,650.6,shape,False,True,America/Los_Angeles,3,94957,1840021515
pottsboro,Pottsboro,TX,Texas,48181,Grayson,33.7708,-96.6714,2624,321.1,shape,False,True,America/Chicago,3,75076,1840021959
belmont,Belmont,PA,Pennsylvania,42021,Cambria,40.283,-78.8907,2624,575.0,shape,False,False,America/New_York,3,15904,1840005378
hopewell,Hopewell,TN,Tennessee,47011,Bradley,35.2388,-84.9139,2624,142.4,shape,False,False,America/New_York,3,37312,1840013479
varnell,Varnell,GA,Georgia,13313,Whitfield,34.9015,-84.9645,2623,254.8,shape,False,True,America/New_York,3,30756 30721 30710,1840015528
ball pond,Ball Pond,CT,Connecticut,9190,Western Connecticut,41.4618,-73.5268,2623,898.2,shape,False,False,America/New_York,3,06812,1840145013
new hope,New Hope,PA,Pennsylvania,42017,Bucks,40.3615,-74.9574,2623,797.4,shape,False,True,America/New_York,3,18938,1840001328
new concord,New Concord,OH,Ohio,39119,Muskingum,39.9937,-81.7381,2623,560.1,shape,False,True,America/New_York,3,43762,1840012394
hoxie,Hoxie,AR,Arkansas,5075,Lawrence,36.036,-90.9736,2623,151.9,shape,False,True,America/Chicago,3,72433 72476,1840014478
okolona,Okolona,MS,Mississippi,28017,Chickasaw,34.0053,-88.7479,2623,141.1,shape,False,True,America/Chicago,3,38860,1840014759
reynoldsville,Reynoldsville,PA,Pennsylvania,42065,Jefferson,41.0944,-78.8876,2622,729.6,shape,False,True,America/New_York,3,15851,1840003472
eldora,Eldora,IA,Iowa,19083,Hardin,42.3605,-93.1013,2622,236.5,shape,False,True,America/Chicago,3,50627,1840000450
chamberlain,Chamberlain,SD,South Dakota,46015,Brule,43.7956,-99.3263,2621,225.9,shape,False,True,America/Chicago,3,57325 57326,1840000336
leith-hatfield,Leith-Hatfield,PA,Pennsylvania,42051,Fayette,39.8772,-79.7314,2621,547.7,shape,False,True,America/New_York,3,15401,1840073703
adamsville,Adamsville,TN,Tennessee,47109,McNairy,35.2564,-88.3862,2621,216.6,shape,False,True,America/Chicago,3,38310,1840015462
sylvania,Sylvania,GA,Georgia,13251,Screven,32.7466,-81.6409,2621,200.5,shape,False,True,America/New_York,3,30467,1840015763
forest heights,Forest Heights,MD,Maryland,24033,Prince George's,38.8052,-77.0055,2619,616.4,shape,False,True,America/New_York,3,20745 20750,1840005966
silver creek,Silver Creek,NY,New York,36013,Chautauqua,42.5427,-79.1678,2619,879.7,shape,False,True,America/New_York,3,14136,1840004571
floydada,Floydada,TX,Texas,48153,Floyd,33.9835,-101.3368,2618,497.3,shape,False,True,America/Chicago,3,79235,1840020535
westworth village,Westworth Village,TX,Texas,48439,Tarrant,32.7599,-97.4239,2618,487.5,shape,False,True,America/Chicago,3,76114,1840074884
deatsville,Deatsville,AL,Alabama,1051,Elmore,32.5864,-86.3917,2618,210.1,shape,False,True,America/Chicago,3,36022,1840016964
mcadoo,McAdoo,PA,Pennsylvania,42107,Schuylkill,40.9009,-75.9924,2617,1657.0,shape,False,True,America/New_York,3,18237,1840003567
dora,Dora,AL,Alabama,1127,Walker,33.7288,-87.0842,2617,127.8,shape,False,True,America/Chicago,4,35130 35062,1840005829
richwood,Richwood,WV,West Virginia,54067,Nicholas,38.2221,-80.5363,2617,627.7,shape,False,True,America/New_York,3,26261,1840006226
devola,Devola,OH,Ohio,39167,Washington,39.4738,-81.468,2617,196.8,shape,False,False,America/New_York,3,45750,1840005728
derry,Derry,PA,Pennsylvania,42129,Westmoreland,40.3335,-79.3011,2616,1308.5,shape,False,True,America/New_York,3,15627,1840001133
lexington,Lexington,MN,Minnesota,27003,Anoka,45.1381,-93.1714,2616,1465.3,shape,False,True,America/Chicago,3,55014,1840007800
burlington,Burlington,KS,Kansas,20031,Coffey,38.1931,-95.7452,2615,448.5,shape,False,True,America/Chicago,3,66839,1840001664
mattawan,Mattawan,MI,Michigan,26159,Van Buren,42.2165,-85.7858,2615,264.8,shape,False,True,America/Detroit,3,49071,1840011207
berkeley lake,Berkeley Lake,GA,Georgia,13135,Gwinnett,33.9805,-84.1839,2615,580.7,shape,False,True,America/New_York,3,30071 30096,1840013677
bonners ferry,Bonners Ferry,ID,Idaho,16021,Boundary,48.6928,-116.3184,2615,441.0,shape,False,True,America/Los_Angeles,3,83805,1840018352
hide-a-way lake,Hide-A-Way Lake,MS,Mississippi,28109,Pearl River,30.574,-89.6418,2615,667.6,shape,False,False,America/Chicago,3,39426,1840032566
hudson,Hudson,IA,Iowa,19013,Black Hawk,42.4321,-92.4522,2614,119.5,shape,False,True,America/Chicago,3,50613 50643 50701,1840006947
west brattleboro,West Brattleboro,VT,Vermont,50025,Windham,42.8559,-72.6018,2614,617.2,shape,False,False,America/New_York,3,05301,1840002941
pearl river,Pearl River,LA,Louisiana,22103,St. Tammany,30.3688,-89.7495,2614,270.4,shape,False,True,America/Chicago,3,70452,1840017182
lithonia,Lithonia,GA,Georgia,13089,DeKalb,33.7129,-84.106,2614,1087.8,shape,False,True,America/New_York,3,30058,1840015644
sugarcreek,Sugarcreek,OH,Ohio,39157,Tuscarawas,40.5076,-81.6409,2614,265.6,shape,False,True,America/New_York,3,44681,1840012098
panhandle,Panhandle,TX,Texas,48065,Carson,35.3461,-101.3804,2613,475.0,shape,False,True,America/Chicago,3,79068,1840022745
marquette heights,Marquette Heights,IL,Illinois,17179,Tazewell,40.6184,-89.6048,2613,1035.8,shape,False,True,America/Chicago,3,61554,1840008328
granite falls,Granite Falls,MN,Minnesota,27023,Chippewa,44.8107,-95.5376,2612,284.4,shape,False,True,America/Chicago,3,56241,1840007851
charleston,Charleston,AR,Arkansas,5047,Franklin,35.2948,-94.0484,2611,262.9,shape,False,True,America/Chicago,3,72933,1840014530
sheridan,Sheridan,IL,Illinois,17099,LaSalle,41.5293,-88.6804,2610,475.2,shape,False,True,America/Chicago,3,60551,1840011540
franklin,Franklin,MI,Michigan,26125,Oakland,42.5187,-83.303,2610,378.4,shape,False,True,America/Detroit,3,48025,1840011057
silver lake,Silver Lake,FL,Florida,12069,Lake,28.8426,-81.8009,2610,580.9,shape,False,False,America/New_York,3,34788,1840029074
strafford,Strafford,MO,Missouri,29077,Greene,37.2689,-93.1183,2609,301.4,shape,False,True,America/Chicago,3,65757,1840009905
garland,Garland,UT,Utah,49003,Box Elder,41.7362,-112.1627,2609,540.3,shape,False,True,America/Denver,3,84312,1840020117
rockledge,Rockledge,PA,Pennsylvania,42091,Montgomery,40.0822,-75.0898,2609,3517.8,shape,False,True,America/New_York,2,19046,1840001375
graceville,Graceville,FL,Florida,12063,Jackson,30.9609,-85.5123,2609,232.7,shape,False,True,America/Chicago,3,32440,1840013906
maine,Maine,WI,Wisconsin,55073,Marathon,45.0497,-89.6817,2608,23.4,shape,False,True,America/Chicago,3,54401 54417 54452 54402,1840038104
seymour,Seymour,TX,Texas,48023,Baylor,33.5958,-99.258,2607,344.3,shape,False,True,America/Chicago,3,76380,1840021980
pleasant ridge,Pleasant Ridge,MI,Michigan,26125,Oakland,42.4715,-83.1445,2607,1761.6,shape,False,True,America/Detroit,3,48069,1840002426
braddock heights,Braddock Heights,MD,Maryland,24021,Frederick,39.4117,-77.4991,2606,188.6,shape,False,False,America/New_York,3,21703 21702 21714,1840005707
stapleton,Stapleton,AL,Alabama,1003,Baldwin,30.7395,-87.7943,2606,92.2,shape,False,False,America/Chicago,3,36527 36578,1840027497
inwood,Inwood,WV,West Virginia,54003,Berkeley,39.3538,-78.0552,2605,352.4,shape,False,False,America/New_York,3,25428 25413 25420,1840005740
delmont,Delmont,PA,Pennsylvania,42129,Westmoreland,40.4145,-79.5728,2604,952.1,shape,False,True,America/New_York,3,15626,1840003628
